# Expression Atlas version: 3.1
# Query: Genes matching: 'protein_coding (gene_biotype)', specifically expressed in any Organism part above the expression level cutoff: 0.5 in experiment E-MTAB-2836
# Timestamp: Wed, 15-Mar-2017 20:44:50
Gene ID	Gene Name	adipose tissue	adrenal gland	bone marrow	cerebral cortex	colon	duodenum	endometrium	esophagus	fallopian tube	gall bladder	heart	kidney	liver	lung	lymph node	ovary	pancreas	placenta	prostate gland	rectum	saliva-secreting gland	skeletal muscle tissue	small intestine	smooth muscle tissue	spleen	stomach	testis	thyroid gland	tonsil	urinary bladder	vermiform appendix	zone of skin
ENSG00000103168	TAF1C	10	8	13	5	5	11	10	6	10	9	4	5	1	13	16	14	3	8	11	6	7	3	10	8	23	12	11	7	6	7	14	10
ENSG00000103174	NAGPA	2	2	3	3	2	3	2	1	2	1	1	2	0.5	3	4	2	0.5	2	2	2	1	0.7	3	1	4	4	2	2	2	2	3	2
ENSG00000103175	WFDC1	0.5	3		0.5	2	1	1	2	0.5	5		1		2				13	10	2			2	2		1	2			7	2	
ENSG00000103184	SEC14L5				9							2									0.7		1				0.9						0.9
ENSG00000103187	COTL1	7	6	37	8	13	17	6	6	5	17	2	30	5	21	75	3	2	20	8	13	3		17	7	69	30	6	7	55	27	63	4
ENSG00000103194	USP10	10	14	12	16	13	15	17	15	19	12	9	15	9	12	21	16	3	21	16	16	8	8	15	16	18	14	17	16	23	17	18	15
ENSG00000103196	CRISPLD2	12	10	2	1	14	5	27	17	12	59	4	6	4	7	3	4	3	47	35	8	3	2	8	46	8	12	14	4	2	25	29	7
ENSG00000103197	TSC2	5	8	6	9	6	7	10	6	11	8	4	5	2	9	7	11	3	6	9	4	9	5	7	7	11	10	17	10	4	6	6	9
ENSG00000103199	ZNF500	1	2	1	2	1	2	3	1	3	1	0.9	1		2	2	4	0.6	2	2	1	2	0.5	2	2	4	2	2	2	1	1	2	2
ENSG00000103202	NME4	18	17	17	5	5	5	10	8	10	9	7	4	6	7	5	12	2	8	32	5	11	4	6	8	8	6	11	7	4	13	5	4
ENSG00000103222	ABCC1	5	6	7	2	5	5	7	15	6	8	4	3	0.7	13	14	6	2	8	13	6	2	3	6	8	15	11	19	12	11	12	12	9
ENSG00000103226	NOMO3	0.9	0.9	0.8	2	0.8	1	0.9	1	1	0.5	0.8	1		0.9	0.7	0.6	1	1	0.9	1	0.7	0.5	0.8	2	1	1	1	2	1	1	1	1
ENSG00000103227	LMF1	1	1	0.7	2	0.9	1	1	0.8	2	1	0.5	1	0.7	2	1	2	1	0.8	2	0.8	2		1	0.9	2	2	1	2	0.7	0.9	1	1
ENSG00000103241	FOXF1	0.5			0.9	7	7	1	8	1	16		0.6		22	3			20	15	8			9	5		9	0.7	2	1	23	10	
ENSG00000103245	NARFL	1	2	2	3	2	4	2	1	2	2	2	2	0.6	2	3	2	0.8	2	3	1	2	1	3	1	4	2	2	2	2	2	2	2
ENSG00000103248	MTHFSD	2	2	0.8	1	2	2	2	2	4	2	1	2	0.6	2	3	3	0.7	2	3	2	2	0.9	2	2	3	2	5	3	2	2	2	4
ENSG00000103249	CLCN7	5	10	11	8	4	8	7	4	7	7	4	8	2	8	10	6	3	7	7	3	6	2	7	5	16	7	11	10	4	7	10	6
ENSG00000103253	HAGHL		0.7		1					0.6						0.7										1		0.5				0.6	
ENSG00000103254	FAM173A	1	2	1	2	2	3	0.9				0.6	3		0.8	1		0.6	0.9	2		1	2	2		3	2	4				2	
ENSG00000103257	SLC7A5	0.8	2	47	35	3	4	2	23	2	5	0.9	2	1	3	11	2	3	15	2	2	8	2	4	0.8	4	12	56	0.7	8	11	17	10
ENSG00000103260	METRN	2	3		9	2	1	2	1	6	1	3	4		2	1	0.5	2	1	3	0.8	4	1	1	2	2	2	2	3	1	2	1	0.6
ENSG00000103264	FBXO31	10	9	3	8	5	6	7	6	11	5	7	3	3	4	6	11	3	4	6	5	5	6	6	6	4	3	10	4	4	6	4	7
ENSG00000103266	STUB1	12	12	8	12	8	8	8	10	9	8	11	10	3	10	9	12	5	5	13	2	12	12	8	4	11	8	8	11	4	9	7	11
ENSG00000103269	RHBDL1		2	0.8	3	0.6	1						1							0.8		0.7		2			2	1					
ENSG00000103274	NUBP1	7	11	9	4	6	8	9	5	13	9	11	8	4	8	13	9	3	8	8	8	5	5	8	9	11	7	7	9	16	9	11	5
ENSG00000103275	UBE2I	6	8	10	7	7	6	10	6	9	7	5	5	2	9	12	16	2	9	8	6	5	3	7	8	12	7	8	7	12	7	10	7
ENSG00000103313	MEFV			2							1				1				0.6						0.6	5		1			1	7	
ENSG00000103316	CRYM				19	1			2		2	24	12	2	2					9	2	3		0.8				2		0.9	8		1
ENSG00000103319	EEF2K	10	4	3	3	7	6	9	7	14	7	6	2	1	9	5	6	2	8	14	7	7	10	6	9	7	8	2	5	5	8	5	31
ENSG00000103326	CAPN15	2	2	5	1	5	8	1	0.9	1	1	0.6	2	0.6	2	3	1	2	2	2	1	2	1	7	0.6	9	4	5	0.6	1	1	5	1
ENSG00000103335	PIEZO1	25	4	12	3	7	5	6	6	6	6	2	5	2	16	9	2	1	16	12	4	7	0.9	7	6	17	6	2	6	4	10	13	8
ENSG00000103342	GSPT1	18	19	14	16	24	11	15	19	15	14	10	18	13	18	17	13	6	13	19	22	10	14	11	17	15	18	20	23	26	18	19	14
ENSG00000103343	ZNF174	2	3	2	4	3	3	5	3	7	3	3	3	1	3	5	7	0.8	2	5	4	2	1	3	5	4	2	6	4	4	4	3	3
ENSG00000103351	CLUAP1	2	3	0.8	4	2	1	7	3	8	3	2	3	0.8	4	3	6	0.7	2	4	2	2	0.8	2	6	2	2	8	5	2	3	2	2
ENSG00000103353	UBFD1	6	8	5	8	4	4	9	6	10	8	6	6	3	6	6	9	2	9	8	6	4	11	4	10	6	4	17	10	8	8	7	5
ENSG00000103355	PRSS33									3																							
ENSG00000103356	EARS2	3	7	1	5	5	3	4	4	7	3	4	5	4	3	4	5	1	5	5	6	4	3	3	4	3	4	8	7	7	4	4	5
ENSG00000103363	TCEB2	28	49	52	44	34	39	33	27	67	26	46	31	14	40	43	37	16	44	42	19	56	46	37	19	39	46	88	27	24	35	38	28
ENSG00000103365	GGA2	7	21	21	7	8	8	15	8	13	12	8	15	4	26	60	27	7	12	16	13	18	6	10	11	30	14	11	23	79	14	33	15
ENSG00000103375	AQP8					128												238			93												
ENSG00000103381	CPPED1	4	5	5	4	6	9	4	10	4	6	3	12	6	6	5	3	0.5	9	5	6	4	1	9	5	14	3	8	7	7	6	9	3
ENSG00000103404	USP31	1	2	1	4	1	0.9	5	2	2	1	2	2	0.8	2	1	1	0.5	2	2	1	0.9	0.6	0.8	4	0.7	0.8	10	1	1	5	1	4
ENSG00000103415	HMOX2	9	9	4	16	8	12	6	16	10	9	11	12	9	9	11	5	3	6	8	9	5	2	10	9	11	13	22	7	13	8	9	8
ENSG00000103423	DNAJA3	5	11	2	6	6	9	6	7	8	5	9	8	5	5	8	7	3	6	7	7	5	9	7	6	7	6	10	9	7	7	8	8
ENSG00000103429	BFAR	12	10	8	7	13	14	13	8	13	15	8	10	6	15	12	13	5	16	10	16	7	5	12	13	12	14	9	14	13	16	12	5
ENSG00000103449	SALL1				12	2	0.7	13		8			16	10			3		2	0.9	2			0.5	4		1	2	16		0.8	0.8	
ENSG00000103460	TOX3		2		3	7	5	0.8		2	4		5	1	0.5					1	10	0.6		5			11				4		
ENSG00000103479	RBL2	19	18	12	11	16	18	25	17	24	28	11	18	14	28	44	25	7	10	30	23	16	5	21	19	35	25	40	27	33	26	32	22
ENSG00000103485	QPRT	2	18	1	6	7	22	11	2	25	7	5	58	37	4	3	15	3	16	4	9	3	0.7	11	8	8	2	2	2	3	4	2	2
ENSG00000103489	XYLT1	3	6	4	6	4	3	3	4	2	2	1	0.7		2	5	5	0.7	5	2	4	1		4	5	4	3	2	2	4	3	5	4
ENSG00000103490	PYCARD	3	2	8	0.8	8	14	1	2	3	2	0.6	0.9	0.7	6	7	2		3	2	4	2		10	1	14	4			5	4	8	8
ENSG00000103494	RPGRIP1L		1		2	0.7		1	0.6	2	0.9		0.8		0.7	0.7	1		0.6	1	0.8				1	0.5	0.7	6	1	0.6	1	1	0.8
ENSG00000103495	MAZ	5	6	23	9	11	9	7	4	9	7	3	5	2	7	11	10	3	8	14	6	5	4	9	5	9	8	9	6	10	7	9	6
ENSG00000103496	STX4	11	11	10	8	9	13	9	7	8	11	5	6	7	12	13	9	2	11	9	9	6	5	13	11	18	11	5	7	12	9	15	14
ENSG00000103502	CDIPT	21	24	9	18	14	15	16	12	23	16	18	19	9	23	14	35	7	20	24	9	18	5	16	17	20	16	13	17	13	19	15	18
ENSG00000103507	BCKDK	9	11	5	8	6	8	8	7	10	8	10	8	7	7	6	9	7	8	10	5	14	12	7	8	10	9	6	7	7	9	9	11
ENSG00000103510	KAT8	6	10	12	7	6	8	12	6	14	7	8	5	3	11	11	18	3	8	8	8	10	6	8	10	13	7	12	14	10	7	11	10
ENSG00000103512	NOMO1	5	6	3	11	7	6	6	5	7	6	10	7	4	6	4	5	6	9	6	8	5	5	6	10	5	9	9	9	5	6	6	6
ENSG00000103522	IL21R			1							0.6				0.8	14					0.5					3	0.6	0.9		9	2	6	
ENSG00000103528	SYT17	1	1		7	0.6	1		0.8	1			0.9	2	3	0.6			1	3	0.9			0.6			0.9		3	0.8	1		3
ENSG00000103534	TMC5					16	28		0.5	4	18				10				2	8	15	0.7		33	1		27	2		0.8	3	2	1
ENSG00000103540	CCP110	3	3	5	10	3	2	7	3	7	4	1	2	0.8	5	4	5	0.5	2	4	3	1	0.8	3	3	3	3	21	4	4	4	4	3
ENSG00000103544	C16orf62	6	6	3	8	6	4	8	5	8	7	4	7	2	5	5	7	1	6	5	6	3	2	4	8	6	4	9	8	5	7	6	5
ENSG00000103546	SLC6A2		5																4			0.5						3					2
ENSG00000103549	RNF40	7	9	16	9	7	8	11	9	11	8	4	8	4	10	10	13	3	9	10	4	7	2	8	6	10	8	21	11	6	9	11	8
ENSG00000103550	KNOP1	1	1	0.6	2	2	1	2	1	2	2	1	1	0.5	1	2	2		2	2	2	2	1	2	1	2	2	2	2	2	2	2	3
ENSG00000103569	AQP9		0.6	31	0.5				0.7	7	7			232	6	0.6			3					0.5	2	12	0.5			1	8	89	17
ENSG00000103591	AAGAB	7	12	11	14	17	9	10	9	12	11	5	12	5	8	11	4	3	7	12	18	6	5	10	10	9	12	15	17	14	14	12	8
ENSG00000103599	IQCH									2			0.6		0.5												0.5	6	2				
ENSG00000103642	LACTB	6	11	14	3	7	8	3	5	2	8	6	8	8	8	8	3	1	4	5	7	2	6	7	3	7	6	8	4	5	7	10	4
ENSG00000103647	CORO2B	6	2		30	1	0.9	4	0.9	16	5	2	3		4	1	11		2	1	1	1	0.5	1	5	2	0.7	1	2		1	2	3
ENSG00000103653	CSK	6	6	13	5	9	14	9	18	9	10	6	4	4	14	64	7	2	9	7	7	7	1	15	5	48	13	9	5	49	15	42	10
ENSG00000103657	HERC1	5	5	12	8	5	4	8	4	5	6	6	6	2	6	9	10	2	5	5	5	4	8	4	7	9	4	8	8	7	5	6	7
ENSG00000103671	TRIP4	7	8	7	4	11	9	8	8	11	7	5	12	3	8	10	8	2	8	8	11	5	2	11	9	9	8	9	15	11	10	9	9
ENSG00000103707	MTFMT	2	3	1	2	4	4	5	2	4	2	3	3	2	3	3	4	0.5	2	4	4	2	2	4	3	3	3	3	3	3	4	3	2
ENSG00000103710	RASL12	8	3		6	6	3	27	12	19	9	12	2		22	2	4	0.5	11	34	5	3	7	3	21	6	2	11	3	1	18	4	2
ENSG00000103723	AP3B2		2		12												0.7			0.5								3	0.7				
ENSG00000103740	ACSBG1		2	0.6	5					0.9																		1					3
ENSG00000103742	IGDCC4	0.6	3		3	1		2	1	2	5	0.6				1	8		7	0.6	1		4	1	1		1	1	2	0.7	3	3	1
ENSG00000103769	RAB11A	26	49	15	30	41	24	29	65	33	37	17	23	10	36	22	23	5	35	40	41	13	5	28	27	39	41	35	32	37	42	23	56
ENSG00000103811	CTSH	9	9	8	5	7	19	13	8	17	30	7	53	10	91	44	8	6	7	21	8	10	2	15	10	22	30	4	8	56	55	37	16
ENSG00000103852	TTC23	3	4		2	3	2	6	4	5	5	2	3	2	3	2	6	0.8	4	4	3	2	2	2	5	2	2	7	5	1	4	2	5
ENSG00000103855	CD276	9	13		4	7	5	7	3	9	17	5	3	5	8	2	7	2	23	13	7	5	1	5	12	6	6	6	5	2	13	7	10
ENSG00000103876	FAH	18	7	3	1	2	3	3	2	6	2	2	10	18	3	1	5	0.5	2	3	3	2	2	3	2	2	2	4	3	1	3	2	1
ENSG00000103888	CEMIP			0.6	4	0.6		2	2	4	1				3	6	2		2	1	0.8				0.8	0.9		2	0.8	5	4	4	2
ENSG00000103932	RPAP1	4	3	2	4	3	4	4	4	5	3	3	3	0.9	3	5	5	1	4	4	3	3	3	3	3	5	3	6	4	4	4	5	5
ENSG00000103942	HOMER2		1		2		1	2	2	8	2	2	1	3	1		0.5	11		13		8	6			1	5	1	7	0.7			4
ENSG00000103966	EHD4	11	3	6	2	8	4	6	7	9	13	9	8	3	10	9	4	2	7	5	8	4	0.8	7	10	6	7	3	13	7	14	9	4
ENSG00000103978	TMEM87A	11	12	19	11	18	10	18	14	21	13	5	8	3	27	10	15	4	16	32	21	16	2	10	14	10	13	16	25	12	15	11	19
ENSG00000103994	ZNF106	17	9	13	11	10	7	11	14	11	12	84	12	3	17	12	11	2	9	10	11	6	95	8	16	12	8	13	9	12	11	12	8
ENSG00000103995	CEP152	1	0.7	7		1	2	0.9	1	0.7	1		1		1	3	1		3	0.9	2	0.9		2	1	1	1	6	1	2	1	2	2
ENSG00000104043	ATP8B4	3	1	17	0.6	1	0.7	3	0.5	2	3		1	0.6	0.7	1	1		4	2	1			1	2	2		0.5		0.7	2	2	
ENSG00000104044	OCA2				0.6				0.9	0.8						2			2							1		2	4	0.9			5
ENSG00000104047	DTWD1	2	2	0.7	2	2	1	4	1	3	3	1	1	0.5	2	2	3	1	1	2	2	2	0.5	1	3	1	2	2	3	1	2	2	2
ENSG00000104055	TGM5								5																					1			13
ENSG00000104059	FAM189A1		0.7		5	2	0.8			2			1		1			0.8			2			0.7				2	2				
ENSG00000104064	GABPB1	3	3	5	3	3	2	5	2	3	3	1	2	1	3	5	4	0.6	3	4	3	1	1	3	3	5	3	3	3	5	3	5	3
ENSG00000104067	TJP1	17	9		20	9	7	25	25	13	13	15	11	6	29	5	10	4	29	13	9	7	3	8	22	8	12	28	16	7	12	5	11
ENSG00000104081	BMF	1	1	13	1	4	11	9	1	7	9	2	3		7	7	8	1	3	4	5	4		11	4	9	4	2	9	13	7	7	3
ENSG00000104093	DMXL2	2	4	11	10	6	8	4	2	3	5	1	5	2	4	5	3	1	5	3	7	1		6	4	6	4	9	3	2	6	13	1
ENSG00000104112	SCG3		15		110	1	2											3			2			1			5	2				0.7	
ENSG00000104129	DNAJC17	2	2	1	2	2	2	3	2	3	2	1	2	1	2	3	3	0.5	2	2	2	2	0.7	3	2	3	2	1	2	2	2	3	2
ENSG00000104131	EIF3J	23	21	17	27	24	20	17	27	15	21	15	21	17	15	23	12	11	22	21	23	27	32	18	21	16	18	21	24	32	25	28	22
ENSG00000104133	SPG11	6	7	8	6	10	7	8	7	11	10	5	8	5	8	10	8	2	7	9	10	6	2	8	7	12	12	13	17	9	10	10	9
ENSG00000104140	RHOV				0.6	2			43	3			0.8		0.7			3	3	3	2	7								19	9		44
ENSG00000104142	VPS18	5	7	11	7	4	5	7	5	8	7	6	7	3	7	7	6	1	6	6	4	4	3	5	6	9	5	6	7	6	7	7	5
ENSG00000104147	OIP5		0.9	5		2	2	0.6	0.8					0.5		4	0.8		2		2		2	2	0.7	0.6	1	14		4	0.8	2	2
ENSG00000104154	SLC30A4	2	2		3	4	6	3	3	2	2	0.8	4	1	2	2	2		2	42	3	0.6		7	3	3	1	7	4	3	2	2	2
ENSG00000104164	BLOC1S6	14	16	24	18	12	11	19	11	12	17	8	10	8	12	20	19	3	13	21	14	7	4	11	13	15	11	13	24	18	18	20	11
ENSG00000104177	MYEF2	1	5	0.7	7	1	1	3	0.8	3	2	1	3		2	3		0.9		3	2	1		1	2	3	2	7	0.9	2	0.9	1	0.9
ENSG00000104205	SGK3	1	2	2	2	3	2	2	2	2	2	0.8	4	2	3	2	2	0.9	1	2	3	1		3	1	2	2	3	4	1	2	3	4
ENSG00000104213	PDGFRL	14	2		0.6	0.9	0.5	9	2	14	5	2			2	0.6	20	0.7	4	5	2	2	3	1	10		0.8	4	17	0.6	3	2	4
ENSG00000104218	CSPP1	2	2	3	2	3	3	4	2	8	6	1	6	1	5	3	4	0.9	5	2	3	2	1	3	3	3	3	11	4	2	3	3	3
ENSG00000104219	ZDHHC2	5	17	9	9	8	5	7	3	11	6	4	13	2	11	8	8	4	4	11	7	8	4	6	5	7	9	9	27	8	11	7	0.7
ENSG00000104221	BRF2	2	2	4	3	2	1	2	2	4	2	2	2	0.5	2	2	5	0.8	3	3	2	2	2	1	2	2	2	3	2	2	2	2	2
ENSG00000104228	TRIM35	6	4	4	5	4	4	5	6	6	4	3	5	3	7	6	5	1	5	4	3	7	1	4	5	6	4	8	4	6	4	5	10
ENSG00000104231	ZFAND1	9	10	7	7	9	9	14	8	12	9	4	8	5	8	10	17	4	5	11	9	9	2	9	10	9	10	4	17	9	10	7	8
ENSG00000104237	RP1									0.9																							
ENSG00000104267	CA2	4	7	99	39	364	168	2	7	2	44	4	147	85	36	3		10	8	0.6	386	26	10	2	8	4	927	13	11	2	2	20	48
ENSG00000104290	FZD3		2		8	0.8	0.7	2	0.8	3	0.7		2		0.7	1	5		0.7	3	0.8	0.9		0.5	1		1	4	2	0.8	1	0.8	0.9
ENSG00000104299	INTS9	2	6	2	2	3	3	5	3	5	3	2	3	0.6	3	6	3	0.7	3	3	4	2	0.9	3	4	5	3	7	4	8	4	5	3
ENSG00000104312	RIPK2	5	2	38	6	4	3	8	4	3	11	3	3	3	6	8	3	1	6	5	4	3		3	8	6	4	4	4	8	8	12	5
ENSG00000104313	EYA1				1					1		3								7			0.6					0.8			2		
ENSG00000104320	NBN	11	9	16	9	13	9	14	13	11	18	5	12	7	12	17	11	3	8	12	13	8	2	10	12	15	10	12	16	16	16	21	8
ENSG00000104321	TRPA1					6	4				3										6			4			5				17	2	
ENSG00000104324	CPQ	18	18	9	7	13	13	24	9	19	28	13	26	12	13	8	40	6	17	20	15	9	2	15	27	14	15	7	85	7	20	13	8
ENSG00000104325	DECR1	28	36	9	8	25	40	11	13	10	13	39	39	72	14	16	12	5	7	12	27	11	18	35	10	16	15	24	11	17	17	15	16
ENSG00000104327	CALB1				3								80																				
ENSG00000104331	IMPAD1	24	37	7	25	18	12	21	19	15	19	16	19	15	16	11	10	5	19	29	17	12	6	12	24	14	15	18	27	12	17	16	12
ENSG00000104332	SFRP1	54	9	0.9	4	19	10	70	21	109	56	32	63	2	1	3	36	1	9	34	24	105		13	84	18	5	27	9	1	36	10	5
ENSG00000104341	LAPTM4B	11	28	2	19	24	51	47	24	58	35	97	32	11	31	7	30	5	18	18	21	14	32	28	27	27	21	47	29	15	29	14	31
ENSG00000104343	UBE2W	4	5	3	8	4	3	5	5	4	6	4	5	3	4	5	4	1	4	4	4	2	0.9	3	4	4	4	5	6	4	6	6	4
ENSG00000104356	POP1	0.7	1	0.8	1	1	1	1	2	2	1	0.6	1	0.5	1	3	2		0.7	1	1	0.5		0.9	2	2	1	3	1	3	1	3	2
ENSG00000104361	NIPAL2	6	11	4	5	16	7	14	17	11	14	4	3	3	9	7	18	3	5	21	20	8		10	6	7	14	5	5	9	14	7	38
ENSG00000104365	IKBKB	6	6	3	3	5	6	9	6	9	8	2	4	1	9	14	6	2	5	8	7	4	3	7	6	16	8	5	6	11	8	11	13
ENSG00000104368	PLAT	13	15		2	13	12	15	5	26	24	4	15	0.8	8	1	6	2	23	7	15	2	1	12	12	0.8	12	5	5	2	44	17	0.9
ENSG00000104369	JPH1				5	4	0.7	1	1		0.5	4	0.8		5			2	0.8	2	5	0.6	72	1	1		1	1	1	1	2	0.6	0.5
ENSG00000104371	DKK4						2		4																			1			1		
ENSG00000104375	STK3	3	3	0.6	0.9	1	1	5	2	3	4	1	3	2	3	1	5	0.6	4	4	2	1	0.7	2	3	2	1	3	2	1	3	2	2
ENSG00000104381	GDAP1	2	9	1	46	2	2	4	4	3	3	1	3	0.6	2	3	7	2	1	5	3	1	0.6	2	3	3	3	6	7	3	3	3	1
ENSG00000104388	RAB2A	30	32	15	41	31	23	27	33	21	30	25	28	20	26	17	21	7	26	36	30	18	14	26	25	17	27	20	41	19	26	19	22
ENSG00000104408	EIF3E	39	54	63	16	47	45	73	53	79	65	28	33	23	33	78	120	20	39	51	48	52	20	42	49	45	42	27	56	63	66	47	57
ENSG00000104412	EMC2	13	14	3	14	12	9	11	10	11	10	10	13	7	12	9	10	3	14	13	11	8	6	10	10	9	9	19	14	9	11	10	8
ENSG00000104413	ESRP1					45	16	2	41	17	6		4		11			8	8	16	39	11		14			25	0.6	22	11	12	3	51
ENSG00000104415	WISP1	0.7	6			0.5	1	9	0.6	3	6	1	3	0.6	0.8	3	4		2	2	0.7			1	12	2	0.6	0.7		3	4	8	0.6
ENSG00000104419	NDRG1	33	21	21	23	33	59	24	52	24	26	9	73	7	33	11	31	4	25	116	25	16	2	64	16	13	44	11	13	28	17	18	58
ENSG00000104427	ZC2HC1A	3	4	0.5	10	4	2	13	7	13	6	3	4	1	8	3	13	0.6	3	9	4	3	0.5	2	8	3	3	5	13	5	8	4	19
ENSG00000104432	IL7		0.8	0.7		3	3	0.7	1	2	2		0.7	1	2	5	0.6			2	3			4	0.6	2	2	2	0.5	3	2	2	4
ENSG00000104435	STMN2	0.5	36		256	11	9	0.6			2					0.6		0.9		0.8	19	0.5		12	2	1	1	0.5		0.8		7	7
ENSG00000104442	ARMC1	12	13	7	17	13	12	16	12	12	11	11	13	8	10	14	15	3	11	14	14	8	5	10	16	11	10	8	12	17	15	12	9
ENSG00000104447	TRPS1	2	2	1	4	1	0.6	6	6	3	5	1	3	0.5	1	3	3		1	6	2	2		0.8	5	2	1	3	3	2	3	4	1
ENSG00000104450	SPAG1	1	1	5	1	11	2	2	5	5	3	0.6	2	1	3	2	0.6	0.5	1	2	11	0.6		2	1	1	4	13	2	3	3	3	5
ENSG00000104472	CHRAC1	8	7	12	4	9	9	10	11	9	11	5	7	4	10	14	7	3	8	7	10	5	5	10	8	9	9	11	13	16	12	10	12
ENSG00000104490	NCALD	3	2		25	2	1	3	3	11	4	2	4	2	6	3	10	0.9	2	3	2	19	1	2	2	2	1	3	1	3	3	3	0.7
ENSG00000104497	SNX16	4	3	3	3	3	3	5	6	3	6	2	3	1	3	3	4		2	4	3	1	0.7	2	4	6	4	7	4	3	5	3	5
ENSG00000104499	GML		20																									1					
ENSG00000104517	UBR5	9	7	13	8	10	8	15	11	13	11	5	9	4	10	17	16	3	9	10	10	7	3	9	12	11	9	28	12	15	12	14	13
ENSG00000104518	GSDMD	6	6	17	1	10	20	7	2	7	6	3	7	4	11	15	8	3	10	8	5	8	1	19	3	35	13	3	6	6	7	17	2
ENSG00000104522	TSTA3	7	7	13	4	14	22	5	17	9	10	4	6	3	9	10	5	9	9	10	14	14	2	15	5	8	36	13	7	10	9	11	27
ENSG00000104524	PYCRL	1	2	1	2	1	1	2	1	3	0.9	0.8	2	0.6	1	2	2	0.9	0.8	3	0.9	2		1	1	2	1	3	3	2	1	2	1
ENSG00000104529	EEF1D	7	10	16	3	4	9	9	6	10	7	9	4	2	8	18	21	8	8	10	4	14	9	9	6	15	8	9	10	8	9	12	9
ENSG00000104537	ANXA13					6	90			10	33		2	6							10			77	0.6			2				0.6	
ENSG00000104549	SQLE	1	12	6	18	7	15	9	23	11	5	2	5	8	19	7	4	1	19	11	6	2		5	6	5	13	34	5	16	5	12	15
ENSG00000104611	SH2D4A	2	3			6	6	2	7	5	6	0.8	5	6	9	0.5	19	1	8	4	6	7		6	0.8	2	14	1	8	5	11	2	3
ENSG00000104613	INTS10	9	8	11	8	9	9	9	8	16	9	4	8	7	9	11	9	4	8	13	10	7	2	8	9	9	9	6	16	11	9	10	12
ENSG00000104626	ERI1	3	2	6	2	3	3	4	3	3	3	1	2	1	3	5	3		4	2	3	1		2	4	3	3	6	2	5	5	5	2
ENSG00000104635	SLC39A14	10	35	0.5	9	30	73	11	6	7	20	22	15	94	4	5	8	37	9	8	27	8	1	44	21	3	32	16	53	4	10	18	7
ENSG00000104643	MTMR9	3	3	2	11	2	2	4	3	2	3	4	3	1	3	4	3	0.6	3	4	2	1	1	2	5	3	2	7	3	3	3	5	3
ENSG00000104660	LEPROTL1	8	16	7	12	10	8	11	6	11	12	10	9	5	13	18	11	2	21	9	10	3	1	9	10	13	7	12	8	12	12	15	7
ENSG00000104671	DCTN6	17	23	16	26	12	9	17	12	13	16	18	13	7	13	11	15	4	17	14	15	8	4	9	15	11	9	10	21	13	16	12	9
ENSG00000104679	R3HCC1	8	8	8	9	7	8	10	5	12	6	7	8	3	8	8	11	5	7	10	5	10	8	8	9	9	8	14	7	7	8	6	7
ENSG00000104687	GSR	9	14	19	13	48	47	14	19	27	34	14	39	16	16	22	26	7	24	42	40	12	6	46	16	22	35	14	19	23	24	20	11
ENSG00000104689	TNFRSF10A	3	2	4	0.7	5	4	2	5	3	6	0.6	3	2	5	9		0.5	4	2	4	1		4	3	5	3		2	8	4	7	3
ENSG00000104691	UBXN8	3	7	2	5	4	2	4	2	4	4	1	4	6	3	2	23	1	5	3	4	1	0.6	2	3	5	3	10	8	3	4	3	2
ENSG00000104695	PPP2CB	30	26	2	49	26	26	48	34	38	31	20	32	19	35	11	54	8	27	29	26	16	12	32	37	20	20	28	46	16	25	17	23
ENSG00000104714	ERICH1	2	2	3	1	2	2	2	2	2	2	1	2	0.7	3	5	2		2	2	2	1		2	1	4	2	3	2	2	2	4	3
ENSG00000104722	NEFM		7		73			2	1				0.5							1					0.6			10				0.7	
ENSG00000104723	TUSC3	6	31		17	4	4	12	4	24	8	8	7	1	9	2	30	4	32	19	6	2	0.5	3	10	3	4	10	3	2	12	5	1
ENSG00000104728	ARHGEF10	5	3		4	2	1	7	2	4	4	3	2		11	3	4	0.7	4	4	2	2	0.5	2	5	3	3	13	4	1	4	3	5
ENSG00000104731	KLHDC4	2	2	2	2	2	2	2	1	2	2	0.8	2	0.7	2	4	2	0.9	2	2	2	2	0.9	2	2	4	2	5	2	3	2	3	3
ENSG00000104738	MCM4	2	4	27	6	10	7	4	10	5	3	4	4	2	3	19	4	0.8	12	4	11	2	2	9	4	4	7	26	3	22	7	12	14
ENSG00000104755	ADAM2																											46					
ENSG00000104756	KCTD9	11	6	12	3	16	14	9	18	9	13	17	7	3	11	8	11	2	7	14	17	7	7	13	11	8	10	13	10	10	9	10	12
ENSG00000104760	FGL1													313				55	2									1					
ENSG00000104763	ASAH1	69	41	39	35	43	30	34	39	46	73	161	94	16	109	36	25	8	69	65	48	21	15	34	35	54	37	16	208	34	90	37	36
ENSG00000104765	BNIP3L	81	39	63	50	16	14	42	28	39	42	20	34	15	38	25	74	4	43	33	18	20	3	19	30	25	18	40	31	27	34	22	40
ENSG00000104774	MAN2B1	10	9	28	4	13	13	6	8	7	14	4	6	5	20	27	6	5	13	9	12	10	1	14	6	36	14	4	6	18	21	27	14
ENSG00000104783	KCNN4	0.7		8		7	3	1	0.7	4	3				1	11			15	14	5	50		1	0.7	6	26	0.8		7	7	8	2
ENSG00000104804	TULP2																0.7									0.8		19					
